latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-19.49,-55.706,332.3,1,1,2021-01-20,1725,A,42,6.0NRT,291.7,22.1,D
-19.915,-63.867,313.9,3.3,1.7,2021-01-20,1725,A,53,6.0NRT,298.1,27.5,D
-18.371,-56.714,332.6,1.1,1,2021-01-20,1725,A,57,6.0NRT,304.9,20.7,D
-18.927,-63.741,314,3.1,1.7,2021-01-20,1725,A,50,6.0NRT,295.7,35.9,D
-18.709,-62.65,316.7,2.5,1.5,2021-01-20,1725,A,57,6.0NRT,294.8,22.1,D
-18.74,-63.077,313.2,2.7,1.6,2021-01-20,1725,A,41,6.0NRT,293.5,16.2,D
-18.802,-63.992,320.5,3.2,1.7,2021-01-20,1725,A,72,6.0NRT,294.9,71.7,D
-18.79,-63.999,317.5,3.2,1.7,2021-01-20,1725,A,59,6.0NRT,295.4,52.5,D
-18.621,-63.991,326.6,3.2,1.7,2021-01-20,1725,A,69,6.0NRT,293.4,109.1,D
-18.61,-63.996,328.3,3.2,1.7,2021-01-20,1725,A,76,6.0NRT,296.2,120.4,D
-18.1,-59.63,325.8,1.5,1.2,2021-01-20,1725,A,66,6.0NRT,299.9,28.3,D
-18.088,-59.617,320.4,1.5,1.2,2021-01-20,1725,A,52,6.0NRT,298.6,18.6,D
-18.089,-59.632,325.8,1.5,1.2,2021-01-20,1725,A,79,6.0NRT,300.6,27.7,D
-18.168,-63.359,337.8,2.8,1.6,2021-01-20,1725,A,88,6.0NRT,295.5,151.7,D
-18.171,-63.385,357.8,2.8,1.6,2021-01-20,1725,A,99,6.0NRT,297.7,340.2,D
-18.167,-63.364,349,2.8,1.6,2021-01-20,1725,A,95,6.0NRT,296.2,244.7,D
-18.17,-63.39,348.5,2.8,1.6,2021-01-20,1725,A,94,6.0NRT,297.5,242.6,D
-17.73,-61.05,335.9,1.9,1.3,2021-01-20,1725,A,87,6.0NRT,293.1,85.7,D
-17.732,-61.068,355.9,1.9,1.3,2021-01-20,1725,A,85,6.0NRT,294,184.1,D
-17.726,-61.056,355.7,1.9,1.3,2021-01-20,1725,A,85,6.0NRT,291.5,179.4,D
-17.728,-61.073,348.8,1.9,1.3,2021-01-20,1725,A,82,6.0NRT,293.8,142.4,D
-17.81,-61.89,325.1,2.2,1.4,2021-01-20,1725,A,71,6.0NRT,297,37.6,D
-17.797,-61.891,320.7,2.2,1.4,2021-01-20,1725,A,53,6.0NRT,295.9,23.2,D
-17.609,-60.574,334.2,1.7,1.3,2021-01-20,1725,A,86,6.0NRT,293.2,63.8,D
-17.597,-60.575,319.3,1.7,1.3,2021-01-20,1725,A,62,6.0NRT,294.6,23.1,D
-17.599,-60.565,325.8,1.7,1.3,2021-01-20,1725,A,80,6.0NRT,292,35.2,D
-17.601,-60.582,326.1,1.7,1.3,2021-01-20,1725,A,75,6.0NRT,295.3,37,D
-17.417,-60.666,314.1,1.7,1.3,2021-01-20,1725,A,0,6.0NRT,286.9,21.9,D
-16.184,-57.176,322.3,1.1,1,2021-01-20,1725,A,16,6.0NRT,302.5,12.1,D
-16.175,-57.178,330,1.1,1,2021-01-20,1725,A,66,6.0NRT,303.7,20.6,D
-15.833,-56.616,320.6,1,1,2021-01-20,1725,A,55,6.0NRT,299.3,8.5,D
-15.952,-64.515,310.9,3.2,1.7,2021-01-20,1725,A,52,6.0NRT,294.3,34.2,D
-14.296,-56.931,317.6,1,1,2021-01-20,1725,A,35,6.0NRT,298.8,6,D
-14.291,-57.423,358,1,1,2021-01-20,1725,A,99,6.0NRT,297.5,76.8,D
-9.05,-63.338,309.1,2.1,1.4,2021-01-20,1725,A,32,6.0NRT,284.3,10.3,D
-4.841,-56.094,327.1,1.1,1.1,2021-01-20,1730,A,76,6.0NRT,293.8,21,D
-4.665,-55.783,320.8,1.2,1.1,2021-01-20,1730,A,73,6.0NRT,300.8,12.3,D
-4.659,-55.879,317.6,1.1,1.1,2021-01-20,1730,A,43,6.0NRT,298,7.6,D
-4.494,-55.464,322.2,1.2,1.1,2021-01-20,1730,A,63,6.0NRT,300.6,15.7,D
-4.265,-54.747,326.4,1.3,1.2,2021-01-20,1730,A,56,6.0NRT,300.7,25.2,D
-4.217,-54.779,326.1,1.3,1.1,2021-01-20,1730,A,54,6.0NRT,298.9,25,D
-4.391,-56.026,326.2,1.1,1.1,2021-01-20,1730,A,74,6.0NRT,296.6,19.6,D
-3.928,-53.87,315.2,1.6,1.2,2021-01-20,1730,A,56,6.0NRT,296.8,12.7,D
-4.147,-55.682,318.3,1.2,1.1,2021-01-20,1730,A,57,6.0NRT,295.4,11.3,D
-4.018,-56.127,318.9,1.1,1.1,2021-01-20,1730,A,62,6.0NRT,299.7,9.7,D
-3.982,-56.08,327,1.1,1.1,2021-01-20,1730,A,79,6.0NRT,299.3,19.8,D
-3.958,-56.153,316.9,1.1,1.1,2021-01-20,1730,A,60,6.0NRT,299.1,6.4,D
-3.931,-56.167,321,1.1,1.1,2021-01-20,1730,A,58,6.0NRT,303.2,11.4,D
-3.46,-53.956,326.2,1.6,1.2,2021-01-20,1730,A,73,6.0NRT,298.7,31.5,D
-3.487,-54.156,333.9,1.5,1.2,2021-01-20,1730,A,85,6.0NRT,296.1,49,D
-3.452,-53.992,336.7,1.6,1.2,2021-01-20,1730,A,87,6.0NRT,298.1,54,D
-3.921,-57.878,317.2,1,1,2021-01-20,1730,A,50,6.0NRT,297.4,9.1,D
-3.365,-54.096,317.7,1.5,1.2,2021-01-20,1730,A,62,6.0NRT,299.3,16.1,D
-3.305,-54.795,384.5,1.4,1.2,2021-01-20,1730,A,100,6.0NRT,299.9,262.7,D
-3.722,-58.221,320.8,1,1,2021-01-20,1730,A,73,6.0NRT,298.4,12.1,D
-3.195,-54.755,326.8,1.4,1.2,2021-01-20,1730,A,79,6.0NRT,298.6,27.9,D
-3.73,-58.473,318.6,1,1,2021-01-20,1730,A,67,6.0NRT,296.9,10.6,D
-2.899,-53.054,314.4,1.9,1.3,2021-01-20,1730,A,62,6.0NRT,295.4,18.2,D
-3.677,-58.426,311.8,1,1,2021-01-20,1730,A,39,6.0NRT,292.8,5,D
-3.506,-58.517,314.1,1,1,2021-01-20,1730,A,50,6.0NRT,298.1,6.6,D
-3.507,-58.526,320.1,1,1,2021-01-20,1730,A,72,6.0NRT,299.2,12.1,D
-2.878,-54.534,319.7,1.5,1.2,2021-01-20,1730,A,42,6.0NRT,301.5,14.6,D
-3.174,-57.549,327.7,1,1,2021-01-20,1730,A,70,6.0NRT,298,19.7,D
-3.122,-57.822,317.6,1,1,2021-01-20,1730,A,64,6.0NRT,298.6,8.7,D
-3.611,-61.276,324.4,1.2,1.1,2021-01-20,1730,A,0,6.0NRT,296.2,22.3,D
-2.543,-54.508,321.8,1.5,1.2,2021-01-20,1730,A,0,6.0NRT,301.5,18.2,D
-2.883,-56.946,351,1.1,1,2021-01-20,1730,A,95,6.0NRT,295.4,63.8,D
-2.815,-57.162,316.8,1.1,1,2021-01-20,1730,A,48,6.0NRT,299.4,7.3,D
-3.291,-60.62,316.2,1.1,1.1,2021-01-20,1730,A,0,6.0NRT,299.4,9.4,D
-2.208,-53.796,315.9,1.7,1.3,2021-01-20,1730,A,43,6.0NRT,294.2,15.3,D
-2.144,-54.371,318.6,1.5,1.2,2021-01-20,1730,A,43,6.0NRT,299.1,13.6,D
-2.095,-54.356,337.5,1.5,1.2,2021-01-20,1730,A,77,6.0NRT,297.2,55.3,D
-2.49,-57.072,314,1.1,1,2021-01-20,1730,A,0,6.0NRT,297.4,5.1,D
-1.981,-54.436,326.5,1.5,1.2,2021-01-20,1730,A,79,6.0NRT,297.7,29.8,D
-1.727,-53.509,333.9,1.8,1.3,2021-01-20,1730,A,86,6.0NRT,298.1,59.8,D
-1.73,-53.525,329.5,1.8,1.3,2021-01-20,1730,A,82,6.0NRT,297.7,44.3,D
-1.72,-53.517,341.1,1.8,1.3,2021-01-20,1730,A,90,6.0NRT,297.9,88.3,D
-2.125,-56.728,359.7,1.1,1.1,2021-01-20,1730,A,99,6.0NRT,301.6,88.9,D
-1.8,-55.345,318.9,1.3,1.1,2021-01-20,1730,A,47,6.0NRT,297.1,13.3,D
-1.79,-55.347,344.8,1.3,1.1,2021-01-20,1730,A,92,6.0NRT,299,66.7,D
-1.792,-55.359,328.1,1.3,1.1,2021-01-20,1730,A,76,6.0NRT,297.4,28.2,D
-2.139,-59.315,311.8,1,1,2021-01-20,1730,A,0,6.0NRT,297.7,4.7,D
-1.512,-55.609,333.1,1.3,1.1,2021-01-20,1730,A,85,6.0NRT,296.5,37.7,D
-1.493,-55.553,316.5,1.3,1.1,2021-01-20,1730,A,48,6.0NRT,296.8,11.9,D
-1.445,-55.434,316.6,1.3,1.1,2021-01-20,1730,A,52,6.0NRT,295.7,11.1,D
-1.39,-55.118,315.9,1.4,1.2,2021-01-20,1730,A,48,6.0NRT,295,10.5,D
-1.475,-55.784,335.3,1.3,1.1,2021-01-20,1730,A,87,6.0NRT,299.2,37.5,D
-1.477,-55.796,321.9,1.3,1.1,2021-01-20,1730,A,23,6.0NRT,298.8,13.9,D
-1.465,-55.786,340.8,1.3,1.1,2021-01-20,1730,A,90,6.0NRT,300.7,49.5,D
-1.467,-55.797,324.3,1.3,1.1,2021-01-20,1730,A,71,6.0NRT,299.6,17.6,D
-1.234,-55.803,316.5,1.3,1.1,2021-01-20,1730,A,63,6.0NRT,295.1,12.1,D
1.491,-55.746,323.3,1.4,1.2,2021-01-20,1730,A,69,6.0NRT,292.4,24.3,D
1.489,-55.759,335.6,1.4,1.2,2021-01-20,1730,A,0,6.0NRT,291,50.2,D
1.032,-59.719,314.9,1,1,2021-01-20,1730,A,68,6.0NRT,296.7,7.9,D
1.031,-59.727,313.4,1,1,2021-01-20,1730,A,65,6.0NRT,296.2,6.6,D
2.781,-59.911,316.7,1,1,2021-01-20,1730,A,49,6.0NRT,298.2,7,D
3.104,-61.252,331.3,1.1,1,2021-01-20,1730,A,84,6.0NRT,303.4,23.6,D
3.446,-60.086,324.9,1,1,2021-01-20,1730,A,76,6.0NRT,300.9,10.1,D
3.445,-60.095,329.5,1,1,2021-01-20,1730,A,81,6.0NRT,301.1,15.6,D
4.569,-69.944,311.9,4.1,1.9,2021-01-20,1730,A,62,6.0NRT,293.1,40.2,D
5.702,-66.338,314.9,2,1.4,2021-01-20,1730,A,69,6.0NRT,297.6,16.1,D
5.542,-67.703,318.6,2.6,1.6,2021-01-20,1730,A,59,6.0NRT,299.2,23.6,D
5.534,-67.709,320.8,2.6,1.6,2021-01-20,1730,A,57,6.0NRT,298.3,30.5,D
6.62,-68.329,319.7,2.8,1.6,2021-01-20,1730,A,74,6.0NRT,295.4,48,D
6.622,-68.334,321.1,2.8,1.6,2021-01-20,1730,A,75,6.0NRT,294.7,51.3,D
6.63,-68.736,312.1,3,1.7,2021-01-20,1730,A,43,6.0NRT,291.8,30.3,D
6.774,-68.207,319.8,2.7,1.6,2021-01-20,1730,A,63,6.0NRT,288,48.5,D
6.96,-67.345,313.4,2.3,1.5,2021-01-20,1730,A,52,6.0NRT,297.3,20,D
7.099,-66.708,324.3,2.1,1.4,2021-01-20,1730,A,79,6.0NRT,300.6,40.5,D
6.969,-67.352,314.8,2.3,1.5,2021-01-20,1730,A,24,6.0NRT,298.2,21.5,D
7.1,-66.713,325.7,2.1,1.4,2021-01-20,1730,A,81,6.0NRT,300.6,45.5,D
7.1,-67.206,313.2,2.3,1.5,2021-01-20,1730,A,64,6.0NRT,295,15.3,D
7.043,-67.977,312.9,2.6,1.5,2021-01-20,1730,A,58,6.0NRT,296.6,18.5,D
7.048,-67.983,314,2.6,1.5,2021-01-20,1730,A,55,6.0NRT,296.5,20.5,D
7.371,-66.247,325.9,1.9,1.3,2021-01-20,1730,A,80,6.0NRT,297.6,43.7,D
7.12,-68.067,315,2.6,1.6,2021-01-20,1730,A,65,6.0NRT,297.5,26.5,D
7.116,-68.09,316.9,2.6,1.6,2021-01-20,1730,A,70,6.0NRT,295.1,34,D
7.125,-68.074,319.3,2.6,1.6,2021-01-20,1730,A,70,6.0NRT,296.4,39.1,D
7.678,-65.099,314.4,1.5,1.2,2021-01-20,1730,A,56,6.0NRT,295.9,12,D
7.774,-66.846,313.5,2.1,1.4,2021-01-20,1730,A,61,6.0NRT,287.8,20.5,D
8.311,-63.545,327.4,1.2,1.1,2021-01-20,1730,A,81,6.0NRT,295.2,22.6,D
8.088,-65.278,314.4,1.5,1.2,2021-01-20,1730,A,61,6.0NRT,294.3,9.6,D
8.331,-66.144,309,1.8,1.3,2021-01-20,1730,A,48,6.0NRT,284.1,14,D
8.495,-66.5,309.7,1.9,1.3,2021-01-20,1730,A,48,6.0NRT,287.4,10.3,D
8.937,-63.822,336.2,1.2,1.1,2021-01-20,1730,A,84,6.0NRT,296.6,39.9,D
8.561,-66.518,309.1,1.9,1.3,2021-01-20,1730,A,58,6.0NRT,285.5,11.7,D
8.755,-67.109,319.1,2.1,1.4,2021-01-20,1730,A,70,6.0NRT,298.9,25.9,D
9.271,-64.045,319.5,1.2,1.1,2021-01-20,1730,A,77,6.0NRT,295.4,16.8,D
8.881,-66.663,322,1.9,1.3,2021-01-20,1730,A,77,6.0NRT,292.7,32.5,D
8.878,-66.68,315.3,1.9,1.3,2021-01-20,1730,A,69,6.0NRT,291.1,17.4,D
9.026,-66.71,322,1.9,1.3,2021-01-20,1730,A,77,6.0NRT,285.4,37.9,D
9.087,-67.094,318.4,2,1.4,2021-01-20,1730,A,73,6.0NRT,301.8,24.3,D
9.655,-63.532,313.8,1.1,1.1,2021-01-20,1730,A,53,6.0NRT,292.6,9.4,D
9.653,-63.542,319.2,1.1,1.1,2021-01-20,1730,A,77,6.0NRT,289.9,15.5,D
9.65,-63.627,318.1,1.2,1.1,2021-01-20,1730,A,57,6.0NRT,281.9,15.2,D
9.729,-63.456,310.5,1.1,1.1,2021-01-20,1730,A,64,6.0NRT,287.9,5.8,D
9.728,-63.466,321.7,1.1,1.1,2021-01-20,1730,A,79,6.0NRT,290.2,17.5,D
9.777,-63.267,312.5,1.1,1.1,2021-01-20,1730,A,69,6.0NRT,296.1,6.2,D
9.973,-63.187,309.9,1.1,1,2021-01-20,1730,A,66,6.0NRT,293.2,6.1,D
9.12,-68.916,316.2,2.8,1.6,2021-01-20,1730,A,58,6.0NRT,298.9,27,D
9.158,-68.799,318.4,2.8,1.6,2021-01-20,1730,A,73,6.0NRT,299.9,36.9,D
10.054,-64.871,338,1.3,1.2,2021-01-20,1730,A,90,6.0NRT,297.3,52.6,D
10.325,-68.75,312.1,2.6,1.5,2021-01-20,1735,A,42,6.0NRT,297.3,21.9,D
11.621,-70.209,316,3.2,1.7,2021-01-20,1735,A,49,6.0NRT,301.9,28.2,D
-35.238,-66.27,337.3,2.7,1.6,2021-01-20,1900,A,82,6.0NRT,319.3,55.3,D
-33.154,-71.681,324,1.4,1.2,2021-01-20,1900,A,32,6.0NRT,297.4,25,D
-33.15,-71.688,324.7,1.4,1.2,2021-01-20,1900,A,52,6.0NRT,297.2,25.1,D
-32.65,-71.165,323.5,1.5,1.2,2021-01-20,1900,A,24,6.0NRT,308,15.6,D
-32.653,-71.181,340.5,1.5,1.2,2021-01-20,1900,A,86,6.0NRT,309.2,58.1,D
-31.407,-67.662,345.4,2.7,1.6,2021-01-20,1900,A,90,6.0NRT,320.1,112.4,D
-31.398,-67.642,336.3,2.7,1.6,2021-01-20,1900,A,66,6.0NRT,321.5,43.1,D
-31.404,-67.67,339.8,2.7,1.6,2021-01-20,1900,A,84,6.0NRT,319.9,70.4,D
-2.335,-80.657,328.9,1.2,1.1,2021-01-20,1910,A,73,6.0NRT,295.3,18.6,D
-2.333,-80.664,325.9,1.2,1.1,2021-01-20,1910,A,59,6.0NRT,295.4,11.9,D
-2.209,-80.298,321.7,1.3,1.1,2021-01-20,1910,A,38,6.0NRT,293.7,11.9,D
-2.183,-80.389,323.8,1.3,1.1,2021-01-20,1910,A,70,6.0NRT,294.5,14.1,D
0.974,-79.58,311,1.6,1.2,2021-01-20,1910,A,31,6.0NRT,285,8.3,D
10.482,-85.458,316.8,1,1,2021-01-20,1910,A,41,6.0NRT,303.7,6,D
10.975,-84.566,315.7,1.1,1,2021-01-20,1910,A,68,6.0NRT,298.9,7.4,D
-11.659,-75.775,336.4,1.9,1.3,2021-01-20,1905,A,76,6.0NRT,292.6,79.9,D
-11.411,-76.092,321.9,1.8,1.3,2021-01-20,1905,A,68,6.0NRT,300.9,29.8,D
-6.763,-79.651,323.6,1.2,1.1,2021-01-20,1905,A,77,6.0NRT,294.2,12.8,D
-4.709,-80.535,335.8,1.2,1.1,2021-01-20,1905,A,78,6.0NRT,297.2,28.4,D
-3.53,-80.457,320.1,1.2,1.1,2021-01-20,1905,A,43,6.0NRT,296.2,10.1,D
-9.08,-39.99,307.2,1,1,2021-01-20,115,T,65,6.0NRT,296.5,4.7,N
-9.081,-39.999,310.2,1,1,2021-01-20,115,T,76,6.0NRT,297,6.8,N
-7.385,-44.486,305.6,1.5,1.2,2021-01-20,115,T,65,6.0NRT,293.5,10.4,N
-6.675,-40.802,302.7,1,1,2021-01-20,115,T,51,6.0NRT,292.7,4.1,N
-5.845,-39.443,305.8,1.1,1,2021-01-20,115,T,60,6.0NRT,295.6,3.9,N
-5.138,-38.044,307.5,1.2,1.1,2021-01-20,115,T,66,6.0NRT,295.2,7.4,N
-5.139,-38.055,309.6,1.2,1.1,2021-01-20,115,T,74,6.0NRT,294.8,9.4,N
-5.235,-39.353,307.7,1.1,1,2021-01-20,115,T,69,6.0NRT,295.3,6.1,N
-4.699,-38.891,310,1.1,1.1,2021-01-20,115,T,77,6.0NRT,294.5,8.9,N
-4.581,-40.184,307.8,1,1,2021-01-20,115,T,70,6.0NRT,295.4,5.5,N
-4.559,-40.351,305.6,1,1,2021-01-20,115,T,62,6.0NRT,295.4,4.2,N
-4.542,-40.492,311.9,1,1,2021-01-20,115,T,82,6.0NRT,296.2,7.9,N
-4.544,-40.501,313.5,1,1,2021-01-20,115,T,86,6.0NRT,296.1,9.1,N
-4.533,-40.493,308.5,1,1,2021-01-20,115,T,73,6.0NRT,295.2,5.8,N
-4.821,-44.356,304.7,1.3,1.1,2021-01-20,115,T,61,6.0NRT,293.5,6.1,N
-4.5,-44.324,300.7,1.3,1.1,2021-01-20,115,T,32,6.0NRT,281.4,5.1,N
-3.492,-40.163,316.3,1,1,2021-01-20,115,T,92,6.0NRT,294.8,13,N
-3.601,-43.21,306.7,1.1,1,2021-01-20,115,T,66,6.0NRT,290.9,6.7,N
-3.471,-49.458,306,3.1,1.7,2021-01-20,115,T,66,6.0NRT,290.7,28.6,N
-3.471,-49.464,305.4,3.1,1.7,2021-01-20,115,T,64,6.0NRT,290.7,25.7,N
-3.028,-49.439,305.8,3,1.6,2021-01-20,115,T,66,6.0NRT,290.7,27.5,N
-21.908,-39.729,317,1.1,1.1,2021-01-20,110,T,92,6.0NRT,286.7,18.2,N
-21.91,-39.74,333.3,1.2,1.1,2021-01-20,110,T,100,6.0NRT,289.7,40.1,N
-20.245,-40.248,315.8,1.2,1.1,2021-01-20,110,T,92,6.0NRT,294,14.9,N
-18.063,-44.036,304.1,1.9,1.4,2021-01-20,110,T,58,6.0NRT,285.7,17.2,N
-33.974,-58.963,307,1,1,2021-01-20,245,T,70,6.0NRT,289,8.5,N
-33.376,-60.151,303.4,1,1,2021-01-20,245,T,40,6.0NRT,290.8,5.5,N
-32.843,-60.493,300.3,1,1,2021-01-20,245,T,25,6.0NRT,289.7,5,N
-29.454,-61.904,313.4,1.1,1,2021-01-20,245,T,87,6.0NRT,294.7,11.8,N
-29.456,-61.915,318.8,1.1,1,2021-01-20,245,T,98,6.0NRT,295.1,16.9,N
-29.445,-61.905,315.2,1.1,1,2021-01-20,245,T,91,6.0NRT,294.8,13.4,N
-29.446,-61.916,327,1.1,1,2021-01-20,245,T,100,6.0NRT,295.2,26.2,N
-28.191,-60.369,305.4,1,1,2021-01-20,245,T,63,6.0NRT,269.3,8.8,N
-29.086,-68.428,312.4,2.6,1.5,2021-01-20,245,T,85,6.0NRT,294,40.7,N
-28.125,-62.587,319.5,1.1,1,2021-01-20,245,T,99,6.0NRT,296.9,17.4,N
-28.126,-62.598,316.6,1.1,1,2021-01-20,245,T,93,6.0NRT,296.2,14.4,N
-27.14,-56.673,308.8,1.4,1.2,2021-01-20,245,T,76,6.0NRT,291.1,13.1,N
-26.996,-56.497,302.8,1.4,1.2,2021-01-20,245,T,51,6.0NRT,269.8,11.6,N
-26.968,-57.231,337.1,1.3,1.1,2021-01-20,245,T,100,6.0NRT,294.8,54.2,N
-26.97,-57.244,307.4,1.3,1.1,2021-01-20,245,T,71,6.0NRT,292.7,9.8,N
-26.937,-57.356,304.2,1.2,1.1,2021-01-20,245,T,59,6.0NRT,292.4,7.3,N
-27.758,-63.227,316.8,1.2,1.1,2021-01-20,245,T,94,6.0NRT,297.7,14.3,N
-27.76,-63.238,318.8,1.2,1.1,2021-01-20,245,T,97,6.0NRT,297.8,16.4,N
-27.437,-61.411,307,1,1,2021-01-20,245,T,70,6.0NRT,295.2,6.3,N
-27.439,-61.422,310,1,1,2021-01-20,245,T,79,6.0NRT,295.4,8.4,N
-26.652,-56.894,307.2,1.3,1.1,2021-01-20,245,T,70,6.0NRT,293.4,9.4,N
-26.657,-56.899,307.2,1.3,1.1,2021-01-20,245,T,71,6.0NRT,293.1,9.4,N
-26.451,-56.095,311,1.5,1.2,2021-01-20,245,T,81,6.0NRT,295.3,15.1,N
-26.454,-56.11,324.8,1.5,1.2,2021-01-20,245,T,100,6.0NRT,295.8,37.9,N
-27.072,-60.451,308.5,1,1,2021-01-20,245,T,75,6.0NRT,293.2,7.5,N
-26.567,-57.289,304.1,1.3,1.1,2021-01-20,245,T,58,6.0NRT,293.8,6,N
-26.569,-57.302,317,1.3,1.1,2021-01-20,245,T,94,6.0NRT,294,19.5,N
-26.331,-56.272,309.2,1.5,1.2,2021-01-20,245,T,77,6.0NRT,294.7,13.4,N
-26.571,-57.99,312.5,1.2,1.1,2021-01-20,245,T,85,6.0NRT,292.8,12.1,N
-26.563,-58.004,305,1.2,1.1,2021-01-20,245,T,61,6.0NRT,293.4,5.6,N
-26.56,-57.998,305,1.2,1.1,2021-01-20,245,T,63,6.0NRT,293.6,6.4,N
-26.143,-61.221,310.1,1,1,2021-01-20,245,T,76,6.0NRT,298,4.4,N
3.119,-72.654,305.2,1.8,1.3,2021-01-20,255,T,63,6.0NRT,290.7,12.4,N
5.179,-68.148,304.9,1,1,2021-01-20,255,T,62,6.0NRT,291,4.6,N
4.868,-70.966,311,1.3,1.1,2021-01-20,255,T,82,6.0NRT,294.4,13.5,N
4.88,-70.956,315.4,1.3,1.1,2021-01-20,255,T,91,6.0NRT,293.7,18.1,N
4.878,-70.967,328.2,1.3,1.1,2021-01-20,255,T,100,6.0NRT,293.9,37.3,N
8.936,-63.81,318.3,1.7,1.3,2021-01-20,255,T,97,6.0NRT,290.1,32.7,N
8.934,-63.825,313.4,1.7,1.3,2021-01-20,255,T,87,6.0NRT,290.2,23.7,N
8.947,-63.811,300.1,1.7,1.3,2021-01-20,255,T,17,6.0NRT,289.7,6.2,N
9.226,-64.303,315.9,1.6,1.2,2021-01-20,255,T,92,6.0NRT,291,25.9,N
9.271,-64.046,303.6,1.6,1.3,2021-01-20,255,T,56,6.0NRT,290.6,9.8,N
9.237,-64.304,332.5,1.6,1.2,2021-01-20,255,T,100,6.0NRT,290.8,60.7,N
9.37,-64.517,303.3,1.5,1.2,2021-01-20,255,T,35,6.0NRT,290.8,8,N
9.369,-64.53,305.4,1.5,1.2,2021-01-20,255,T,59,6.0NRT,291,10.1,N
9.38,-64.532,306.4,1.5,1.2,2021-01-20,255,T,68,6.0NRT,290.5,11.3,N
9.389,-64.547,312.5,1.5,1.2,2021-01-20,255,T,73,6.0NRT,291,18.2,N
9.563,-63.637,305.5,1.8,1.3,2021-01-20,255,T,64,6.0NRT,290.2,14.1,N
9.646,-63.549,309,1.8,1.3,2021-01-20,255,T,55,6.0NRT,290.3,17.5,N
9.644,-63.566,313.9,1.8,1.3,2021-01-20,255,T,84,6.0NRT,290.5,25.6,N
9.623,-63.725,338,1.7,1.3,2021-01-20,255,T,100,6.0NRT,290.9,88.1,N
9.655,-63.567,329.7,1.8,1.3,2021-01-20,255,T,100,6.0NRT,290.5,62.5,N
9.649,-63.616,341.6,1.8,1.3,2021-01-20,255,T,100,6.0NRT,291,105.7,N
9.647,-63.631,346.9,1.8,1.3,2021-01-20,255,T,100,6.0NRT,290.7,127.8,N
9.641,-63.555,318.5,1.8,1.3,2021-01-20,255,T,97,6.0NRT,290.3,34.3,N
9.621,-63.716,313.8,1.7,1.3,2021-01-20,255,T,88,6.0NRT,290.3,25.9,N
9.619,-63.732,327.1,1.7,1.3,2021-01-20,255,T,100,6.0NRT,290.4,54.9,N
9.655,-63.541,309.4,1.8,1.3,2021-01-20,255,T,54,6.0NRT,290.4,18.3,N
9.653,-63.557,316,1.8,1.3,2021-01-20,255,T,92,6.0NRT,290.4,29.9,N
9.651,-63.573,319,1.8,1.3,2021-01-20,255,T,97,6.0NRT,290.4,35.3,N
9.625,-63.78,304.9,1.7,1.3,2021-01-20,255,T,57,6.0NRT,289.7,12.1,N
9.656,-63.623,353.3,1.8,1.3,2021-01-20,255,T,100,6.0NRT,291.4,160.1,N
9.654,-63.639,319.3,1.8,1.3,2021-01-20,255,T,98,6.0NRT,289.7,38.4,N
9.774,-63.268,302.9,1.9,1.3,2021-01-20,255,T,52,6.0NRT,289.6,12.2,N
9.779,-63.274,300.9,1.9,1.3,2021-01-20,255,T,35,6.0NRT,289.8,9.2,N
9.981,-63.184,303.3,1.9,1.4,2021-01-20,255,T,54,6.0NRT,289.6,13,N
9.972,-63.189,300.4,1.9,1.4,2021-01-20,255,T,26,6.0NRT,289.7,8.9,N
10.058,-64.863,317,1.5,1.2,2021-01-20,255,T,94,6.0NRT,292.7,23.4,N
10.056,-64.876,321.3,1.5,1.2,2021-01-20,255,T,100,6.0NRT,292.3,30.4,N
10.08,-64.866,305.1,1.5,1.2,2021-01-20,255,T,63,6.0NRT,291.7,7.8,N
11.619,-70.23,327.3,1,1,2021-01-20,300,T,100,6.0NRT,296.9,24.1,N
-24.964,-59.537,306,1.1,1,2021-01-20,250,T,56,6.0NRT,293.2,6.4,N
-23.997,-59.711,312,1.1,1,2021-01-20,250,T,77,6.0NRT,291.2,10.5,N
-23.464,-58.879,315.7,1.2,1.1,2021-01-20,250,T,91,6.0NRT,297.4,12.8,N
-23.188,-58.375,311.5,1.3,1.1,2021-01-20,250,T,79,6.0NRT,297.5,9.6,N
-23.19,-58.387,316.1,1.2,1.1,2021-01-20,250,T,91,6.0NRT,297.7,14.7,N
-23.307,-60.079,313.2,1.1,1,2021-01-20,250,T,83,6.0NRT,297.6,8.6,N
-22.04,-58.316,307.5,1.3,1.1,2021-01-20,250,T,62,6.0NRT,296.5,5.8,N
-22.03,-58.317,307.3,1.3,1.1,2021-01-20,250,T,61,6.0NRT,296.4,5.5,N
-21.991,-58.699,308.7,1.2,1.1,2021-01-20,250,T,67,6.0NRT,297.5,5.9,N
-21.858,-58.071,314.9,1.4,1.2,2021-01-20,250,T,88,6.0NRT,295.9,15.7,N
-21.869,-58.137,309.8,1.4,1.2,2021-01-20,250,T,73,6.0NRT,296,9,N
-22.174,-62.064,310,1,1,2021-01-20,250,T,69,6.0NRT,299.3,5.1,N
-22.175,-62.073,309.6,1,1,2021-01-20,250,T,67,6.0NRT,299.2,4.8,N
-22.165,-62.065,313,1,1,2021-01-20,250,T,81,6.0NRT,299.2,6.9,N
